date,air_carrier,air_taxi,general_aviatiion,military,itinerant_total,local_civil,local_military,local_total,total_operations
5/15/14,"38,591","26,089","39,377","4,829","108,886","34,110","4,370","38,480","147,366"
5/16/14,"38,196","26,232","43,427","4,852","112,707","35,976","4,629","40,605","153,312"
5/17/14,"31,219","19,488","43,625","2,037","96,369","38,047","1,491","39,538","135,907"
5/18/14,"35,000","21,535","40,594","2,055","99,184","28,605","1,089","29,694","128,878"
5/19/14,"37,361","24,193","41,186","4,383","107,123","35,306","4,567","39,873","146,996"
5/20/14,"37,659","25,927","45,581","5,361","114,528","38,010","5,702","43,712","158,240"
5/21/14,"38,248","26,577","47,304","5,429","117,558","43,418","5,458","48,876","166,434"
5/22/14,"38,435","26,909","47,326","4,448","117,118","42,871","4,368","47,239","164,357"
5/23/14,"38,891","27,026","48,298","1,832","116,047","40,721","1,567","42,288","158,335"
5/24/14,"30,420","19,451","37,417",824,"88,112","37,010",431,"37,441","125,553"
5/25/14,"29,923","18,017","31,007",529,"79,476","26,547",398,"26,945","106,421"
5/26/14,"34,608","22,500","38,527",623,"96,258","29,535",255,"29,790","126,048"
5/27/14,"35,853","24,228","37,586","4,302","101,969","34,559","4,595","39,154","141,123"
5/28/14,"38,575","25,679","39,691","4,426","108,371","36,294","3,931","40,225","148,596"
5/29/14,"39,340","26,419","44,199","4,808","114,766","39,878","4,050","43,928","158,694"
5/30/14,"38,813","25,733","44,154","4,388","113,088","38,549","3,466","42,015","155,103"
5/31/14,"31,281","18,251","38,971","1,840","90,343","36,075",837,"36,912","127,255"
6/1/14,"35,257","20,605","38,252","1,710","95,824","28,375",803,"29,178","125,002"
6/2/14,"37,391","24,332","37,562","4,485","103,770","31,986","3,956","35,942","139,712"
6/3/14,"37,565","25,636","43,260","4,960","111,421","40,551","5,247","45,798","157,219"
6/4/14,"38,259","26,256","44,575","4,997","114,087","40,003","5,326","45,329","159,416"
6/5/14,"39,633","26,801","45,759","4,621","116,814","39,462","4,049","43,511","160,325"
6/6/14,"39,390","26,879","48,237","4,121","118,627","39,896","3,355","43,251","161,878"
6/7/14,"32,292","20,309","42,477","2,561","97,639","36,249","1,466","37,715","135,354"
6/8/14,"35,911","21,480","37,451","2,192","97,034","26,197","1,386","27,583","124,617"
6/9/14,"38,016","23,764","36,508","3,872","102,160","32,704","3,942","36,646","138,806"
6/10/14,"38,940","25,248","38,054","4,397","106,639","33,931","4,604","38,535","145,174"
6/11/14,"38,635","25,775","41,604","4,750","110,764","36,229","4,872","41,101","151,865"
6/12/14,"39,745","25,946","39,592","4,524","109,807","33,932","5,104","39,036","148,843"
6/13/14,"38,472","25,628","40,441","4,169","108,710","35,748","3,783","39,531","148,241"
6/14/14,"33,836","20,349","41,713","1,966","97,864","33,166","1,007","34,173","132,037"
6/15/14,"36,443","21,394","37,884","1,551","97,272","25,432",548,"25,980","123,252"
6/16/14,"38,293","25,424","41,553","4,299","109,569","36,869","4,896","41,765","151,334"
6/17/14,"39,483","26,144","41,182","5,274","112,083","36,457","5,528","41,985","154,068"
6/18/14,"38,643","26,409","42,605","4,816","112,473","37,422","5,141","42,563","155,036"
6/19/14,"39,723","26,181","45,100","4,706","115,710","38,617","4,727","43,344","159,054"
6/20/14,"40,368","27,064","48,778","4,525","120,735","42,202","3,737","45,939","166,674"
6/21/14,"33,891","20,992","42,902","2,113","99,898","37,271","1,474","38,745","138,643"
6/22/14,"36,848","22,171","39,495","1,854","100,368","28,021","1,014","29,035","129,403"
6/23/14,"38,521","24,974","40,754","3,929","108,178","35,713","4,094","39,807","147,985"
6/24/14,"39,419","26,269","42,164","4,796","112,648","37,156","5,000","42,156","154,804"
6/25/14,"38,804","25,782","40,602","4,574","109,762","35,631","4,631","40,262","150,024"
6/26/14,"40,903","27,031","43,023","5,026","115,983","37,726","5,276","43,002","158,985"
6/27/14,"40,057","27,334","45,599","4,330","117,320","37,606","3,779","41,385","158,705"
6/28/14,"34,178","20,013","38,521","1,786","94,498","33,828","1,009","34,837","129,335"
6/29/14,"36,011","21,472","37,820","1,664","96,967","27,481","1,232","28,713","125,680"
6/30/14,"36,797","24,139","38,737","4,136","103,809","33,159","4,118","37,277","141,086"
7/1/14,"38,078","24,960","40,895","5,321","109,254","36,176","5,506","41,682","150,936"
7/2/14,"38,407","26,962","42,122","4,815","112,306","38,503","4,485","42,988","155,294"
7/3/14,"38,175","25,031","43,910","2,671","109,787","38,714","2,656","41,370","151,157"
7/4/14,"29,882","16,001","26,403",367,"72,653","20,115",145,"20,260","92,913"
7/5/14,"32,617","19,991","33,173",507,"86,288","26,314",175,"26,489","112,777"
7/6/14,"37,108","23,997","40,255",607,"101,967","24,908",342,"25,250","127,217"
7/7/14,"38,548","25,850","39,694","2,369","106,461","34,879","2,088","36,967","143,428"
7/8/14,"38,957","26,202","40,815","4,952","110,926","37,701","5,657","43,358","154,284"
7/9/14,"40,214","27,559","45,246","5,065","118,084","40,529","5,824","46,353","164,437"
7/10/14,"40,595","27,888","47,526","4,919","120,928","42,439","5,125","47,564","168,492"
7/11/14,"40,423","27,569","48,956","5,142","122,090","44,463","4,710","49,173","171,263"
7/12/14,"33,951","20,626","41,474","3,038","99,089","34,167","2,183","36,350","135,439"
7/13/14,"36,753","21,961","36,503","2,364","97,581","25,459","1,428","26,887","124,468"
7/14/14,"37,526","24,338","35,887","3,894","101,645","31,556","4,485","36,041","137,686"
7/15/14,"38,369","25,356","36,838","4,464","105,027","32,741","4,605","37,346","142,373"
7/16/14,"39,972","27,357","44,853","5,238","117,420","38,999","5,123","44,122","161,542"
7/17/14,"40,245","27,844","47,233","5,171","120,493","38,731","5,502","44,233","164,726"
7/18/14,"40,174","27,967","47,475","4,437","120,053","38,950","3,897","42,847","162,900"
7/19/14,"34,318","21,533","39,717","1,864","97,432","34,557","1,189","35,746","133,178"
7/20/14,"37,189","23,071","39,023","1,936","101,219","28,070","1,050","29,120","130,339"
7/21/14,"38,691","26,130","40,558","4,326","109,705","37,327","4,341","41,668","151,373"
7/22/14,"39,574","27,257","43,811","4,991","115,633","39,500","5,154","44,654","160,287"
7/23/14,"39,075","27,516","42,591","4,951","114,133","35,827","4,937","40,764","154,897"
7/24/14,"40,764","28,533","47,319","5,222","121,838","38,030","5,041","43,071","164,909"
7/25/14,"40,537","27,647","49,552","4,517","122,253","39,044","4,108","43,152","165,405"
7/26/14,"34,220","21,994","43,539","2,115","101,868","31,749","1,193","32,942","134,810"
7/27/14,"36,560","22,042","35,985","1,655","96,242","22,946",853,"23,799","120,041"
7/28/14,"39,073","26,021","40,148","4,119","109,361","32,413","4,156","36,569","145,930"
7/29/14,"39,682","27,392","45,718","5,182","117,974","38,123","5,541","43,664","161,638"
7/30/14,"40,087","27,940","48,412","4,956","121,395","37,594","4,552","42,146","163,541"
7/31/14,"40,733","28,334","48,312","4,749","122,128","37,566","4,591","42,157","164,285"
8/1/14,"40,242","27,227","44,406","4,518","116,393","35,435","4,089","39,524","155,917"
8/2/14,"34,505","20,543","37,822","2,054","94,924","29,699","1,484","31,183","126,107"
8/3/14,"37,050","21,678","35,860","1,690","96,278","24,443",875,"25,318","121,596"
8/4/14,"38,861","25,337","37,359","3,761","105,318","33,585","4,074","37,659","142,977"
8/5/14,"40,220","27,215","43,593","5,124","116,152","39,086","5,951","45,037","161,189"
8/6/14,"40,303","27,826","46,596","4,961","119,686","40,722","5,382","46,104","165,790"
8/7/14,"40,639","27,945","47,152","4,570","120,306","38,878","5,089","43,967","164,273"
8/8/14,"39,909","26,944","45,388","4,027","116,268","37,182","4,194","41,376","157,644"
8/9/14,"34,291","21,008","40,006","1,921","97,226","32,661","1,505","34,166","131,392"
8/10/14,"37,010","22,412","38,385","1,745","99,552","26,547",796,"27,343","126,895"
8/11/14,"38,570","25,448","37,198","4,014","105,230","32,876","4,560","37,436","142,666"
8/12/14,"38,719","26,210","38,050","4,733","107,712","31,965","5,407","37,372","145,084"
8/13/14,"39,699","26,502","44,873","5,045","116,119","37,966","5,740","43,706","159,825"
8/14/14,"40,388","28,198","48,633","5,463","122,682","40,424","5,471","45,895","168,577"
8/15/14,"39,875","27,928","47,077","4,492","119,372","38,583","4,284","42,867","162,239"
8/16/14,"32,885","21,209","41,803","1,763","97,660","33,000","1,170","34,170","131,830"
8/17/14,"36,165","22,187","36,303","1,508","96,163","25,300",613,"25,913","122,076"
8/18/14,"38,278","25,202","39,458","3,623","106,561","32,972","3,821","36,793","143,354"
8/19/14,"38,110","25,699","42,400","4,936","111,145","36,733","4,505","41,238","152,383"
8/20/14,"38,724","27,221","44,265","5,263","115,473","37,997","5,603","43,600","159,073"
8/21/14,"39,325","26,558","43,510","4,832","114,225","36,289","4,490","40,779","155,004"
8/22/14,"39,385","26,896","42,924","4,755","113,960","33,781","4,398","38,179","152,139"
8/23/14,"31,620","18,859","37,926","1,881","90,286","30,325","1,112","31,437","121,723"
8/24/14,"35,943","21,811","38,284","1,895","97,933","26,565",983,"27,548","125,481"
8/25/14,"37,136","23,821","39,322","4,576","104,855","32,429","4,886","37,315","142,170"
8/26/14,"38,073","25,042","45,143","5,463","113,721","37,362","5,686","43,048","156,769"
8/27/14,"38,744","26,436","47,698","5,370","118,248","38,589","5,502","44,091","162,339"
8/28/14,"39,760","27,565","47,895","4,695","119,915","37,585","4,519","42,104","162,019"
8/29/14,"39,390","26,964","47,513","2,386","116,253","36,438","2,718","39,156","155,409"
8/30/14,"29,545","18,963","36,069",698,"85,275","31,035",368,"31,403","116,678"
8/31/14,"29,458","17,470","27,981",610,"75,519","20,323",443,"20,766","96,285"
9/1/14,"34,515","22,433","37,028",604,"94,580","26,364",329,"26,693","121,273"
9/2/14,"36,070","24,606","36,520","3,916","101,112","33,434","4,467","37,901","139,013"
9/3/14,"36,338","24,955","43,662","4,923","109,878","37,549","4,769","42,318","152,196"
9/4/14,"37,183","24,655","43,592","4,701","110,131","37,386","4,679","42,065","152,196"
9/5/14,"36,146","24,626","42,971","4,746","108,489","34,500","4,397","38,897","147,386"
9/6/14,"29,282","17,708","36,629","2,325","85,944","29,435","1,298","30,733","116,677"
9/7/14,"35,194","20,340","39,314","2,144","96,992","27,971","1,014","28,985","125,977"
9/8/14,"36,953","24,315","38,493","4,020","103,781","33,094","4,490","37,584","141,365"
9/9/14,"36,648","24,398","41,109","5,302","107,457","35,986","5,347","41,333","148,790"
9/10/14,"37,248","25,272","41,319","5,432","109,271","35,991","5,396","41,387","150,658"
9/11/14,"38,635","26,171","39,941","5,239","109,986","33,026","4,730","37,756","147,742"
9/12/14,"38,456","25,368","41,418","4,586","109,828","33,344","3,646","36,990","146,818"
9/13/14,"29,576","18,032","35,556","1,958","85,122","29,828","1,073","30,901","116,023"
9/14/14,"35,146","20,537","41,813","1,791","99,287","28,819","1,158","29,977","129,264"
9/15/14,"36,834","24,753","40,389","4,221","106,197","36,304","4,661","40,965","147,162"
9/16/14,"36,739","25,412","41,182","4,614","107,947","36,960","4,780","41,740","149,687"
9/17/14,"37,674","25,999","45,744","5,247","114,664","39,708","5,327","45,035","159,699"
9/18/14,"38,883","26,723","45,446","4,957","116,009","37,077","5,129","42,206","158,215"
9/19/14,"38,509","26,689","45,022","4,617","114,837","35,996","3,874","39,870","154,707"
9/20/14,"29,547","18,488","38,496","1,950","88,481","31,326","1,178","32,504","120,985"
9/21/14,"35,276","20,573","36,389","1,916","94,154","23,368",973,"24,341","118,495"
9/22/14,"37,009","24,765","39,635","4,344","105,753","36,967","4,281","41,248","147,001"
9/23/14,"36,717","24,881","44,977","5,312","111,887","42,060","5,468","47,528","159,415"
9/24/14,"37,396","25,504","44,956","4,928","112,784","39,775","4,395","44,170","156,954"
9/25/14,"38,367","24,817","43,469","4,387","111,040","35,743","3,749","39,492","150,532"
9/26/14,"35,052","23,658","47,618","4,259","110,587","39,365","3,448","42,813","153,400"
9/27/14,"28,749","16,704","43,523","1,923","90,899","34,564","1,149","35,713","126,612"
9/28/14,"34,283","20,235","42,203","1,734","98,455","28,503",672,"29,175","127,630"
9/29/14,"36,284","23,954","36,713","3,250","100,201","33,670","2,797","36,467","136,668"
9/30/14,"36,492","24,037","39,082","3,318","102,929","34,049","3,169","37,218","140,147"
10/1/14,"37,505","25,022","41,891","4,737","109,155","36,471","4,505","40,976","150,131"
10/2/14,"37,147","24,612","41,765","4,482","108,006","35,475","4,310","39,785","147,791"
10/3/14,"38,797","24,301","42,107","4,223","109,428","32,317","3,156","35,473","144,901"
10/4/14,"29,675","17,299","33,743","1,914","82,631","28,304","1,052","29,356","111,987"
10/5/14,"34,990","20,329","42,876","1,922","100,117","27,367","1,117","28,484","128,601"
10/6/14,"36,805","23,320","40,479","4,521","105,125","35,342","4,464","39,806","144,931"
10/7/14,"37,332","24,148","41,426","5,100","108,006","37,908","5,292","43,200","151,206"
10/8/14,"37,979","25,572","45,500","5,424","114,475","38,673","5,346","44,019","158,494"
10/9/14,"38,991","25,918","45,846","4,831","115,586","38,454","4,824","43,278","158,864"
10/10/14,"38,641","26,002","43,760","3,117","111,520","33,816","2,937","36,753","148,273"
10/11/14,"30,276","17,579","33,570",867,"82,292","27,521",329,"27,850","110,142"
10/12/14,"35,248","19,353","36,531",800,"91,932","23,442",254,"23,696","115,628"
10/13/14,"36,634","22,370","33,454",626,"93,084","25,851",249,"26,100","119,184"
10/14/14,"37,767","24,008","34,784","4,277","100,836","30,373","4,856","35,229","136,065"
10/15/14,"38,224","25,021","40,675","4,909","108,829","37,097","4,532","41,629","150,458"
10/16/14,"39,279","25,764","46,629","4,863","116,535","39,668","4,938","44,606","161,141"
10/17/14,"38,934","25,204","48,621","4,602","117,361","40,754","3,921","44,675","162,036"
10/18/14,"30,228","17,408","41,714","2,097","91,447","37,249","1,235","38,484","129,931"
10/19/14,"35,600","19,944","41,741","1,817","99,102","27,392",916,"28,308","127,410"
10/20/14,"37,540","23,445","40,490","4,142","105,617","39,576","3,913","43,489","149,106"
10/21/14,"37,718","24,062","41,407","5,229","108,416","39,522","5,253","44,775","153,191"
10/22/14,"37,813","24,084","43,013","4,885","109,795","36,623","4,483","41,106","150,901"
10/23/14,"39,361","25,335","44,528","5,033","114,257","38,988","5,397","44,385","158,642"
10/24/14,"39,129","25,440","47,820","4,599","116,988","39,355","3,801","43,156","160,144"
10/25/14,"30,239","17,610","43,257","1,611","92,717","35,697","1,106","36,803","129,520"
10/26/14,"35,342","19,637","40,179","1,750","96,908","27,252",666,"27,918","124,826"
10/27/14,"37,253","23,555","41,663","4,335","106,806","38,060","5,030","43,090","149,896"
10/28/14,"36,826","23,491","42,844","5,176","108,337","38,553","5,869","44,422","152,759"
10/29/14,"37,216","24,285","44,793","5,349","111,643","42,379","5,862","48,241","159,884"
10/30/14,"38,236","24,296","48,767","5,273","116,572","44,142","5,664","49,806","166,378"
10/31/14,"34,759","21,170","36,511","3,347","95,787","32,673","3,180","35,853","131,640"
11/1/14,"29,198","15,034","26,100","1,620","71,952","22,781","1,189","23,970","95,922"
11/2/14,"34,761","18,119","33,333","1,440","87,653","22,099",666,"22,765","110,418"
11/3/14,"37,470","22,795","36,537","4,305","101,107","32,685","4,753","37,438","138,545"
11/4/14,"36,654","22,514","37,749","4,982","101,899","32,916","5,674","38,590","140,489"
11/5/14,"38,193","23,813","42,196","5,385","109,587","36,631","4,814","41,445","151,032"
11/6/14,"38,978","24,295","39,846","4,966","108,085","34,280","4,561","38,841","146,926"
11/7/14,"39,299","24,090","45,607","4,291","113,287","37,201","3,705","40,906","154,193"
11/8/14,"30,822","16,955","42,930","1,285","91,992","34,467",645,"35,112","127,104"
11/9/14,"35,299","19,534","37,787","1,375","93,995","27,317",649,"27,966","121,961"
11/10/14,"36,797","21,674","35,350","2,801","96,622","31,130","2,555","33,685","130,307"
11/11/14,"37,674","22,416","37,285",665,"98,040","33,370",590,"33,960","132,000"
11/12/14,"38,033","23,224","39,381","4,775","105,413","34,699","3,893","38,592","144,005"
11/13/14,"39,205","24,245","39,208","4,780","107,438","34,123","4,834","38,957","146,395"
11/14/14,"39,270","24,917","41,606","4,440","110,233","37,715","4,070","41,785","152,018"
11/15/14,"30,743","17,187","38,861","1,819","88,610","34,572","1,029","35,601","124,211"
11/16/14,"35,150","18,000","29,228","1,333","83,711","20,598",563,"21,161","104,872"
11/17/14,"36,641","20,798","28,543","3,621","89,603","22,729","3,733","26,462","116,065"
11/18/14,"37,810","23,244","36,550","4,947","102,551","31,200","5,273","36,473","139,024"
11/19/14,"38,124","23,597","40,770","5,082","107,573","35,858","4,917","40,775","148,348"
11/20/14,"39,508","24,882","42,639","5,340","112,369","37,237","5,050","42,287","154,656"
